ean,codigo,descricao,quant. imagens,importado
20567,1294426,GELADINHO DIV. SABORES C/40 TRAD.,2,Sim
7896292305489,421134,GELEIA DE MOCOTO PREDILETA 180G,7,Sim
7898390000000,1030453,GELEIA DE MOCOTO TRADICIONAL 180G,0,Sim
7898394321053,540588,GELEIA DE MOCOTO TRADICIONAL 180G,2,Sim
7898000000000,1031181,GELEIA HOMEMADE MORANGO 150G,0,Sim
7896950000000,1489002,GELLI WAY DIVERSAO FRUTAS 15X32G,0,Sim
14005,1487653,GILETE WILKINSON C/3,0,Sim
5000290000000,1488776,GIN TANQUERAY 750ML C/12,0,Sim
44071,740136,GOMA CASEIRA 50KG,2,Sim
7897060000000,1489008,GOMA KUKY TUBO,0,Sim
7898210000000,1030961,GRAPETTE UVA ROXA 1L,0,Sim
7891991002561,417903,GUARANA ANTARTICA 1L,6,Sim
7891991001342,417914,GUARANA ANTARTICA 2L,10,Sim
17764,1276993,GUARANA ANTARTICA 350ML,2,Sim
65828,1497004,GUARDANAPO EXCELENCIA ECONOMY C/48,0,Sim
7898357410091,1497006,GUARDANAPO GIRASSOL 14X14,0,Sim
7891520000000,1488869,HAMBURGUER SADIA/PERDIGAO 56G C/36,0,Sim
40637,1277961,HD WD PURPLE 4TB,1,Sim
13920,1488590,HIDRAT. MONANGE DESEJO DE AMAR 200ML,0,Sim
78914957,425546,HIDRAT. PAIXAO IRRESISTIVEL 200ML,20,Sim
78914971,425547,HIDRAT. PAIXAO RADIANTE 200ML,15,Sim
78925588,426860,HIDRAT. PAIXAO ROMANTICA 200ML,14,Sim
78907867,426631,HIDRAT. PAIXAO SEDUTORA 200ML,19,Sim
78922686,429253,HIDRAT.PAIXAO TENTADORA 200ML,20,Sim
7894650279229,427390,INSET. BAYGON SPRAY ACAO TOTAL VERDE,3,Sim
7891035618567,482810,INSET. SBP SPRAY 380ML,23,Sim
7909220000000,1031022,IPANEMA INF. MORANGUINHO REF:25510,0,Sim
14016,1289006,ISOPOR 165 LT,0,Sim
22457,1297721,ISOPOR 80 LT,1,Sim
70330909229,454062,ISQUEIRO BIC GDE C/12,2,Sim
8443,591792,ISQUEIRO BIC GDE C/12,0,Sim
70330913431,451329,ISQUEIRO BIC PEQ C/12,1,Sim
11373,1487642,ISQUEIRO CRICKET GDE C/10,0,Sim
7908350000000,1489155,KIRASH MIJAO C/PE REVER R:A076,0,Sim
7778,1127047,KIT TEMPERO CONDIMENTADO REGINA 500ML,0,Sim
70330710221,429760,LAMINA BIC CHROME PLATIN. C/5,8,Sim
5640,1126470,LAMPADA FLUOR. COMPT. 20W FOXLUX,0,Sim
7896620000000,1030505,LAMPADA INCANDESC. 40W C/100,0,Sim
7896180000000,575848,LAMPADA INCANDESC. 60W C/100,1,Sim
7898240000000,1030467,LEITE 101 200G,0,Sim
63704,1355561,LEITE BETANIA PO INTEGRAL SACHE 750G,0,Sim
7898400000000,1489096,LEITE BETANIA PO INTEGRAL SACHE 750G,0,Sim
17974,1284585,LEITE CONDENSADO ITALAC 395G,0,Sim
7898080000000,1031157,LEITE CONDENSADO ITALAC MISTURA  395G,0,Sim
7898080642974,1141305,LEITE CONDENSADO ITALAC MISTURA  395G,1,Sim
7891030002033,458795,LEITE CONDENSADO MOCOCA 395G ,11,Sim
54743,1497018,LEITE CONDENSADO TRIANGULO 395G,0,Sim
53978,1497013,LEITE COND. MOCA SEMI DESNATADO 405G,0,Sim
7896028014494,421969,LEITE DE COCO MENINA 200ML,10,Sim
54184,1497021,LEITE DE COCO MENINA 500ML**,0,Sim
7898990000000,1030479,LEITE DUMONTE COMPOSTO 200G,0,Sim
54993,750925,LEITE FORTLEITE COMPOSTO 200G,5,Sim
179750,1497023,LEITE ITAMBE DESNATADO 200G,0,Sim
7896051131038,421166,LEITE ITAMBE DESNATADO 300G,16,Sim
7896051130154,421205,LEITE ITAMBE INTEGRAL 1KG,8,Sim
58537,1488684,LEITE ITAMBE INTEGRAL 25X200G,0,Sim
7896051130116,421206,LEITE ITAMBE INTEGRAL 400G PCT,5,Sim
1271,710323,LEITE ITAMBE INTEGRAL 50X200G,0,Sim
7896051130284,421203,LEITE ITAMBE INTEGRAL LT 380G ,11,Sim
7619,1127422,LEITE LONGA VIDA BETANIA DESNATADO 1L,2,Sim
7898403780130,472389,LEITE LONGA VIDA BETANIA INTEGRAL 1L,6,Sim
7626,707774,LEITE MOLICO 280G,1,Sim
11146,1488564,LEITE NAN 1 COMFOR 400G***,0,Sim
70970,1487928,LEITE NINHO INSTANTANEO SACHE 280G,0,Sim
17978,1304024,LEITE NINHO INSTANTANEO SACHE 750G**,0,Sim
1681,1137503,LEITE NINHO INSTATANEO 380G,0,Sim
7891000140307,279232,LEITE NINHO INTEGRAL 380G,16,Sim
70263,1497036,LEITE NINHO INTEGRAL SACHE 350G,0,Sim
69573,1497038,LEITE NINHO INTEGRAL SACHE 625G,0,Sim
16877,1279995,LEITE NINHO INTEGRAL SACHE 750G,0,Sim
7891000109908,421168,LEITE NINHO PO ZERO LACTOSE 380G,14,Sim
68465,1497044,LIMPADOR PERFUMADO JUA 500ML,0,Sim
68488,1497042,LIMPA VIDROS JUA 500ML,0,Sim
16839,1275141,LUSTRA MOVEIS PEROBA JASMIM 100ML,0,Sim
7896050503409,420461,LUSTRA MOVEIS PEROBA JASMIM 100ML,2,Sim
13864,1497048,LUSTRA MOVEIS PEROBA LAVANDA 100ML,0,Sim
13863,1497050,LUSTRA MOVEIS PEROBA ROSA 100M,0,Sim
7898950000000,1030241,LUVA DE RASPA NATURAL CABRITOS,0,Sim
7896530000000,1488977,MACARRAO ARAGUAIA 400GR,0,Sim
7896533765065,1497052,MACARRAO ARAGUAIA 400GR,0,Sim
67215,730855,MACARRAO BONSABOR 400GR,1,Sim
7898230000000,1030849,MACARRAO BONSABOR 400GR,0,Sim
48726,1497055,MACARRAO BONSABOR 500GR***,0,Sim
72996,1497057,MACARRAO BRANDINI ESPAGUETE 20X500G,0,Sim
64296,1497059,MACARRAO BRANDINI PARAFUSO 500G,0,Sim
602884000000,1488729,MACARRAO DANADO DE BOM ESPAGUETE 400GR,0,Sim
78632,1497061,MACARRAO DANADO DE BOM ESPAGUETE 400GR,0,Sim
22668,1304866,MACARRAO ESTRELA P/ LASANHA 500G **,0,Sim
73108,1497064,MACARRAO FORTALEZA 14X400GR,0,Sim
73224,1497066,MACARRAO FORTALEZA NINHO 24X400G,0,Sim
73322,1497069,MACARRAO FORTALEZA PARAFUSO 400G,0,Sim
7891152333084,422302,MACARRAO FORTALEZA P/ LASANHA 500G,8,Sim
67222,1497071,MACARRAO GOSTOSO 400GR,0,Sim
17981,1304057,MACARRAO GOSTOSO 500GR***,0,Sim
14861,1279393,MACARRAO LAMEN RICHERTER YOI GALINHA 74G,0,Sim
7891152315035,422284,"MACARRAO LAMEN RICHESTER YOI CARNE 74,3G",0,Sim
78503,1497074,"MACARRAO LAMEN  YOI CARNE 74,3G",0,Sim
21509,1275382,"MACARRAO LAMEN YOI GALINHA C 74,3G",0,Sim
29997,1276500,MACARRAO NISSIN LAMEN CARNE 85G ,0,Sim
28419,1281282,MACARRAO NISSIN LAMEN GALINHA 85G,0,Sim
29996,1312363,MACARRAO NISSIN LAMEN G. CAIPIRA 85G,1,Sim
29993,1497084,MACARRAO NISSIN N.SABOR CARNE  74G,0,Sim
299933,1497082,MACARRAO NISSIN N.SABOR CARNE  74G,0,Sim
28632,1497087,MACARRAO NISSIN N.SABOR G.CAIPIRA ,0,Sim
7891079011805,422283,MACARRAO NISSIN N.SABOR G.CAIPIRA ,4,Sim
24129,1497089,MACARRAO PARAFUSO ESTRELA 400G,0,Sim
7896260000000,1488942,MACARRAO PARAFUSO ESTRELA 400G,0,Sim
74251,1497091,MACARRAO RICHESTER 400G,0,Sim
365100,1488101,MACARRAO VENEZA PREMIUM 500G,0,Sim
7891700000000,1488872,MAIONESE ARISCO 500G,0,Sim
17898900000000,1030207,MAIONESE GOSTOSAO SACHE 6G***,0,Sim
3107,1293394,MAIONESE HELLMANN'S 500G,0,Sim
7894000050027,421981,MAIONESE HELLMANS 250G,17,Sim
7894000030470,421983,MAIONESE HELLMANS SACHE 200G,12,Sim
67858,1497096,MAIONESE HELLMANS SACHE 400G***,0,Sim
34307,1497098,MAIONESE ODERICH BISN. 170G,0,Sim
28814,1310182,MAIONESE ODERICH SACHE 200G,1,Sim
7896102509434,427273,MAIONESE QUERO SACHE 200G**,15,Sim
78431,1497102,MAIONESE TRADICIONAL REGINA 12X340G,0,Sim
7894000010038,421303,MAIZENA 1KG,13,Sim
7894000010014,421304,MAIZENA 200G,45,Sim
7894000010021,421307,MAIZENA 500G***,15,Sim
7651,708498,MANTEIGA ITACOLOMY 200G***,1,Sim
7896260700063,422248,MANTEIGA ITACOLOMY 200G***,7,Sim
7652,710282,MANTEIGA ITACOLOMY 500G,1,Sim
7896260700070,422247,MANTEIGA ITACOLOMY 500G,1,Sim
7891080402166,423230,MARGARINA PRIMOR 03KG,14,Sim
7894900000000,1488905,MARGARINA PRIMOR 03KG,0,Sim
72962,1487952,MARGARINA PRIMOR 15KG,0,Sim
7415,1126515,MARGARINA PRIMOR 1KG,0,Sim
1219,673293,MARGARINA PRIMOR 250G,2,Sim
1732,1046404,MARGARINA PRIMOR 500G,2,Sim
67036,1487890,MARGARINA PURO SABOR 10KG,0,Sim
28902,1290908,MARGARINA PURO SABOR 15KG,0,Sim
28023,1497116,MARGARINA PURO SABOR 1KG,0,Sim
18124,1304443,MARGARINA PURO SABOR 250G,0,Sim
15841,1193530,MARGARINA PURO SABOR 3KG,0,Sim
18120,1497120,MARGARINA PURO SABOR 500G,0,Sim
7893250000000,1488888,MASCARA CIRURG. DESC. TRIPLA CAM *KESTAL,0,Sim
7896340820506,1497122,MASSA DE MILHO SERRAMIL 500G,0,Sim
6086,709612,MASSA DE MILHO VITAMILHO 500G,1,Sim
57950,1488558,MASSA P/REAJUNTAM(QUART) CZA/PTO/BCO 5KG,0,Sim
7898049710713,1497125,MATABICHEIRA 500ML,0,Sim
7898600000000,1030273,MATABICHEIRA 500ML,0,Sim
37648,1488626,MAXMALLOWS DOCI TUBO TORCAO 1 BAUNILHA,0,Sim
7895140000000,1488907,MENTOS PURE WHITE 240GR,0,Sim
1572,1046281,METALON GALVANIZADO 20X20-0.95,2,Sim
2736,573311,METALON GALVANIZADO 30X20-0.95,2,Sim
21403,1497127,MILHO GRAO 1KG,0,Sim
214030,1488089,MILHO GRAO 1KG,0,Sim
841800,1488119,MILHO GRAO 50KG,0,Sim
3922700,1488131,MILHO GRAO 60KG,0,Sim
80465,1162980,MILHO GRAO FAZENDA (NAO VENDER),0,Sim
7898903680602,901931,MILHO MUNGUZA ITAGUARY 500G,0,Sim
65818,1497130,MILHO MUNGUZA TIO MARCIO 500G,0,Sim
7898380000000,1031210,MILHO PIPOCA FIBRA 500G**,0,Sim
59631,1497132,MILHO PIPOCA ITAGUARY 500G,0,Sim
66233,1497134,MILHO PIPOCA MARISA 20X500G,0,Sim
59760,1497136,MILHO PIPOCA PRECIOSO 20X500G,0,Sim
64654,1497138,MILHO PIPOCA TIO MARCIO 20X500G,0,Sim
59067,1497140,MILHO PIPOCA YOKI 28X500G,0,Sim
78624,1488011,MILHO VERDE BONARE 170G,0,Sim
7665,710922,MILHO VERDE ODERICH 200G,1,Sim
61143,1497143,MILHO VERDE OLE 170G,0,Sim
65518,1497145,MILHO VERDE PREDILECTA 170G,0,Sim
63638,1497147,MILHO VERDE QUERO 170G,0,Sim
7897790000000,1489057,MINI BRINQUEDO ANGEUMAR COM BOMBONS,0,Sim
7896680000000,1488988,MISTURA P/BOLO LUAL ABACAXI 400G,0,Sim
7892020000000,1488879,MOLHO DE PIME AO LEITE IMPERIAL 150ML ,0,Sim
7898286190316,422040,MOLHO DE PIMENTA GOTA MARATA 150ML,20,Sim
54330,1497150,MOLHO DE PIMENTA REGINA 150ML***,0,Sim
7896108300349,1029939,MOLHO DE PIMENTA REGINA AO LEITE 150ML,1,Sim
7899060000000,1489133,MOLHO DE PIMENTA VERM. IMPERIAL 150ML ,0,Sim
7667,708795,MOLHO DE P. REG FOL VER 150ML***,1,Sim
76846,1497153,MOLHO DE TOMATE CEPERA SH 300G,0,Sim
7908240000000,1030783,MOLHO DE TOMATE HADA SACHE 340G,0,Sim
14928,1497155,MOLHO DE TOMATE PREDILECTA SH 300G,0,Sim
40078,1292030,MOLHO INGLES GOTA 150ML,1,Sim
7896108300417,1029944,MOLHO INGLES REGINA 150ML**,1,Sim
7891290000000,1488863,MOLHO PIMENTA GOTA FOGO IMPERIAL 150ML,0,Sim
7897520000000,1489043,MR.MAKER MOEDOR TEMP CARNE 70G,0,Sim
7891000035610,283697,MUCILON ARROZ E AVEIA REFIL 180G,6,Sim
68805,1497160,MUCILON ARROZ E AVEIA REFIL 360G,0,Sim
7891000073100,421299,MUCILON ARROZ E AVEIA REFIL 600G,5,Sim
7891000012109,283696,MUCILON ARROZ REFIL 180G,7,Sim
69033,1497164,MUCILON ARROZ REFIL 360G,0,Sim
7891000319581,1497166,MUCILON MILHO REFIL180G,0,Sim
7891000035634,283861,MUCILON MULTICEREAIS REFIL 180G,6,Sim
69032,1497169,MUCILON MULTICEREAIS REFIL 300G,0,Sim
12805,1497171,MUCILON MULTICEREAIS REFIL 360G,0,Sim
7891000086131,791745,MUCILON MULTICEREAIS REFIL 600G,5,Sim
78913639,425500,NAFTALINA 30G,1,Sim
7891000300503,420942,NESCAFE 100G,9,Sim
7891000300602,428454,NESCAFE 200G,3,Sim
78921528,429482,NESCAFE 50G,2,Sim
33347,1497177,NESCAFE DESCAFEINADO SACHET 40G,0,Sim
57682,1497179,NESCAFE DOLCA REFIL 40G ,0,Sim
7681,710621,NESCAFE REFIL 40G,1,Sim
76532,1497182,NESCAU 24X200G,0,Sim
44960,1484593,NESCAU 30X370G,0,Sim
7682,1497184,NESCAU 36X350G,0,Sim
7683,707540,NESCAU 48X200G,4,Sim
5364,1497186,NESCAU PRONTO 180ML,0,Sim
7686,710695,NESTON 360G,1,Sim
52925,1497188,NESTON 3 CEREAIS SACHE 600G,0,Sim
7687,1497191,NESTON REFIL 210G,0,Sim
7891410000000,1489205,NUMERO ESPELHADO PRETO 0 AO 9 MANU,0,Sim
7891000000000,1488832,NUTREN SENIOR CHOCOLATE 370G,0,Sim
7898330000000,1030310,NUTRIDAY MULTICEREAIS REFIL 200G,0,Sim
76890,1497193,NUTRILON ARROZ E AVEIA REFIL 180G,0,Sim
7891331009908,433282,NUTRILON ARROZ REFIL 180G,7,Sim
7891331008468,437010,NUTRILON FRUTAS REFIL 180G,6,Sim
7891331009915,433283,NUTRILON MILHO REFIL 180G***,7,Sim
7891331009175,438521,NUTRILON MULTICEREAIS REFIL 180G,6,Sim
16787,1497199,OLEO DE BANANA ALYNE 30ML,0,Sim
14341,1497201,OLEO DE MILHO LIZA 900ML ***,0,Sim
47240,876884,OLEO DE MILHO SINHA 900ML,9,Sim
1734,1137574,OLEO DE PEROBA 100ML,0,Sim
1754,1137587,OLEO DE SOJA ABC 900ML,0,Sim
17984,1304076,OLEO DE SOJA CONCORDIA 900ML,0,Sim
1214,1273891,OLEO DE SOJA PEQ 500ML,2,Sim
20894,1309075,OLEO DE SOJA SOYA 900ML,0,Sim
7781,711584,OLEO DE SOJA VITALIV 900ML,1,Sim
47423,1497210,OLEO GIRASSOL SINHA 900ML ,0,Sim
7892300000000,1488881,OLEO GIRASSOL SINHA 900ML ,0,Sim
14006,1497212,OLEO SINGER 100ML,0,Sim
7896790000000,1030203,OLEO SINGER 1L *D,0,Sim
7894650000000,1488901,OPTIMUM REFIL FLORAL 500ML,0,Sim
1451200000000,1488754,OVOS DE PASCOA ,0,Sim
7896920000000,1489000,OX SH 200ML NUTRICAO INTENSA,0,Sim
7897710000000,1030368,PACOQUITA C/50 DOCE FRUIT ROLHA,0,Sim
7894314000015,583032,PALITO DENTAL,0,Sim
7896380000000,1030809,PALITO DENTAL,0,Sim
39310,1488632,PANDA FRALDA DESC. ECO. GRANDE,0,Sim
39311,1488634,PANDA FRALDA DESC. ECO. MEDIA,0,Sim
39312,1488636,PANDA FRALDA DESC. ECO. PEQ.,0,Sim
39313,1488638,PANDA FRALDA DESC. ECO.XG,0,Sim
39314,1488640,PANDA FRALDA DESC. ECO.XXG,0,Sim
14,1136360,PANELADA,0,Sim
33300,1487738,PANO DE CHAO ALKLIN 43X63 ,0,Sim
13976,1303659,PANO DE CHAO ALVEJADO/CINZA,0,Sim
7898921561150,1497220,PANO DE CHAO ALVEJADO/CINZA,0,Sim
7897750780916,591804,PANO DE CHAO BOM DONA PCT C/3,1,Sim
7897750000000,1489055,PANO DE CHAO BRILHEX C/3,0,Sim
80406,1497224,PANO DE CHAO BRILHEX C/3,0,Sim
26524,1305245,PANO DE CHAO (ESFREGAO) C/3,1,Sim
7891230000000,1489202,PANO DE COPA FELPUDO 40 X 65CM SEMANINHA,0,Sim
25930,1300319,PANO DE PRATO GLOBOPACK***,0,Sim
18127,1304167,PAPEL ALUMINIO 30CM X 4MT,0,Sim
7898021428506,455217,PAPEL ALUMINIO 30CM X 7.5MT*,0,Sim
66350,730809,"PAPEL ALUMINIO 45CM X 4,0MT***",2,Sim
13973,1497228,PAPEL ALUMINIO 45CM X 7.5MT***,0,Sim
78998100000000,1489195,PAPEL ALUMINIO 45CM X 7.5MT***,0,Sim
7891170000000,1488855,PAPEL CHAMEX/HP BRANCO A-4 C/500 **,0,Sim
179850,1488073,PAPEL EMBRULHO C/20 CADERNO ,0,Sim
50544,1497235,PAPEL HIG. EXCELENCIA NEUTRO,0,Sim
7706,710878,PAPEL HIG. EXCELENCIA PERFUMADO,2,Sim
77479,1497232,PAPEL HIG FAMILIAR SUPREME 12X1,0,Sim
7898960000000,1030267,PAPEL HIG FAMILIAR SUPREME 12X1,0,Sim
789896475661,1497230,PAPEL HIG FAMILIAR SUPREME 12X1,0,Sim
17035,1497239,PAPEL HIG. FLORAL NEUTRO 4X1,0,Sim
7896006400073,420592,PAPEL HIG. FLORAL NEUTRO 8X10,1,Sim
18129,1279773,PAPEL HIG. FLORAL PERFUMADO 4X1,0,Sim
51086,1011138,PAPEL HIG. FLORAL PERFUMADO 8X10,0,Sim
7705,1127469,PAPEL HIG. FLOR DE ARUJAR***,1,Sim
7897220000000,1489020,PAPEL HIG. FLOR DE ARUJAR***,0,Sim
36067,1497244,PAPEL HIG. LA VIER NEUTRO,0,Sim
7898962794142,566225,PAPEL HIG. MIMMO 30M C/4,8,Sim
7898962794395,1212139,PAPEL HIG MIMMO 40M C/6***,1,Sim
71889,1497247,PAPEL HIG. MIMMO NEUTRO FOLHA TRIPLA 4X1,0,Sim
42968,1307103,PAPEL HIG. PERSONAL LAVANDA,0,Sim
7896110091440,420612,PAPEL HIG. PERSONAL NEUTRO,9,Sim
60346,1497251,PAPEL HIG. PIMPO LAVANDA,0,Sim
25966,739949,PAPEL HIG. PIMPO NEUTRO,2,Sim
28392,1311561,PAPEL HIG. PIMPO PERFUMADO,1,Sim
7891190000000,1030622,PAPEL OFICIO A4 REPORT C/500 FLS,0,Sim
7898470000000,1030263,PAPEL P/ PRESENTE 50X60 K/F PAPEIS,0,Sim
7896006413851,564849,PAPEL TOALHA SCALA,24,Sim
222,1136564,PA P/LIXO METAL GDE C/CABO,0,Sim
14025,1497214,PA P/LIXO PLASTICO GDE C/CABO LIMPA SIM,0,Sim
7898100000000,1030730,PA P/LIXO PLASTICO PEQ. S/CABO***,0,Sim
7898104922037,1497216,PA P/LIXO PLASTICO PEQ. S/CABO***,0,Sim
21092,1280124,PA P/LIXO ZINCO PEQ C/CABO,0,Sim
5868,1488560,PARAF. FENDA 6.1X75,0,Sim
7897830000000,1489059,PASTA C/ELASTICO DELLOLINE FINA (P),0,Sim
7896108303951,1029963,PASTA DE ALHO REGINA 12X200G***,1,Sim
21046,1497257,PASTILHA HALLS FRUIT  CEREJA C/21,0,Sim
21059,1497259,PASTILHA HALLS FRUIT  EXTRA FORTE C /21,0,Sim
44968,1363879,PASTILHA HALLS FRUIT MELANCIA C /21**,0,Sim
2104900,1497262,PASTILHA HALLS FRUIT MENTOL EUCAL C /21*,0,Sim
7898200000000,1031223,PAZINHA P/SORVETE PLAST COLOR PEQ C/200,0,Sim
42897,1288260,PE COM PE CHINELA SUMMER CAFE REF.79005,1,Sim
48248,1497264,PEDRA P/SANITARIO PRATIK LAVANDA 35G,0,Sim
13883,1497266,PEDRA P/SANITARIO Q-ODOR ,0,Sim
7897430000000,1489041,PEDRA P/SANITARIO Q-ODOR ,0,Sim
7896280000000,1488946,PEDRA P/SANITARIO SANILAR/SANIFECT 35G ,0,Sim
70336,1497268,PEDRA SANITARIA HIGIPLUS FLORAL C/1,0,Sim
74842,1497270,PEDRA SANITARIA HIGIPLUS LAVANDA C/1,0,Sim
74642,1497272,PEDRA SANT HIGIPLUS EUCALIPTO C/1 35G,0,Sim
74643,1497274,PEDRA SANT HIGIPLUS JASMIM C/1 35G,0,Sim
181320,1497276,PILHA  RAYOVAC AAA 4X1,0,Sim
522822,1488105,PILHA RAYOVACK GRANDE,0,Sim
50727,1497278,PILHA RAYOVACK PEQ 12X4,0,Sim
77140,1497280,PIMENTA DO REINO EM PO 50G,0,Sim
8057590000000,1489174,PIMENTA DO REINO EM PO 50G,0,Sim
7715,1497284,PIMENTA DO REINO GRAO ,0,Sim
7898938791779,1497282,PIMENTA DO REINO GRAO ,0,Sim
179900,1488075,PINHO SOL 200ML,0,Sim
13820,1298844,PINHO SOL TRADICIONAL 500ML,0,Sim
7891020000000,1488835,PINHO SOL TRADICIONAL 500ML,0,Sim
13823,1284223,PINHO TROP FLORES VERMELHA 500ML ,0,Sim
64787,1488694,PIOLHO DE ALGODAO 10KG,0,Sim
606530000000,1030765,PIPOCA ASA BRANCA 28G,0,Sim
7898030000000,1030886,PIPOCA CANGUS 30G,0,Sim
7898420000000,1030710,PIRULITO BABOOM 10 SORT PINTA LINGU 600G,0,Sim
7896320000000,1488952,PIRULITO BABY FLORESTAL 500G,0,Sim
7096,1488562,PIRULITO BABY FLORESTAL C/50***,0,Sim
39494,1297493,PIRULITO CARA POP MORANGO  C/50 600G,1,Sim
29822,1487732,PIRULITO DIP LOKO BOOOM C/24 SORT,0,Sim
7897600000000,1489047,PIRULITO HELICE SANTA RITA 500G,0,Sim
49099,1488661,"PISO SOFT BG EXTRA HD 34X60 CX2,1 MT²",0,Sim
49100,1488663,"PISO STAR EXTRA HD 34X60  CX2,1 MT²",0,Sim
138280,1497287,POLIDOR DE ALUMINIO ALKINDA 500ML,0,Sim
55192,1497289,POLIDOR DE ALUMINIO L.FACIL TRAD 500ML**,0,Sim
7897330000000,1489034,PORTA CERVEJA 350ML (ISOPLAST)***,0,Sim
7893590000000,1197227,PORTA CERVEJA LONG NECK 350ML *D,0,Sim
8977190000000,1489176,PORTA CERVEJA PVC DE 300ML CHOP ***,0,Sim
16367,1488593,PRATELEIRA GALVANIZADA 6 BANDEJAS,0,Sim
7897502477712,1497292,PRENDEDOR ROUPA MADEIRA 12X1,0,Sim
7898640000000,1030539,PRENDEDOR ROUPA MADEIRA 12X1,0,Sim
7898640210933,707487,PRENDEDOR ROUPA MADEIRA 12X1,5,Sim
7896996600316,580231,PRENDEDOR ROUPA PLASTICO 12X1,1,Sim
7899770000000,1030551,PRENDEDOR ROUPA PLASTICO 12X1,0,Sim
7501010000000,1488794,PRESTOBARBA C/20,0,Sim
77180,1487983,PRESTOBARBA C/24,0,Sim
55521,744938,PRESTOBARBA C/26,1,Sim
5552100,1497295,PRESTOBARBA C/26,0,Sim
34881,1288095,PROBAK 20X1***,1,Sim
7702020000000,1488814,PROBAK 28X1***,0,Sim
1594,1125580,PROTEINA SOJA CLARA 400G,0,Sim
11952,1497298,PROTEINA SOJA ESCURA 400G,0,Sim
7891090000000,1488846,PURO ALHO VOVO MALU 200G,0,Sim
7554,710406,QUEROSENE LIMPA SIM 450ML,1,Sim
9140,1487640,QUEROSENE NEVES 350ML ,0,Sim
55197,1488671,QUEROSENE NEVES 500ML,0,Sim
55198,1488673,QUEROSENE NEVESL 1L,0,Sim
78250,1487995,RACAO AQUAMIX AL 01 25KG,0,Sim
80534,1488035,RACAO AQUAMIX AL 05 25KG,0,Sim
80319,1488031,RACAO AQUAMIX AL 10 25KG,0,Sim
81271,1497300,RACAO AQUAMIX AL 30 25KG,0,Sim
76130,1487975,RACAO AQUAMIX PR 300 25KG,0,Sim
60943,1487862,RACAO AQUAMIX PR 50 25KG,0,Sim
60935,730541,RACAO AQUAMIX PR 600 25KG,2,Sim
76131,1487977,RACAO AQUAMIX PR 800 25KG,0,Sim
79188,1488017,RACAO AVENUCLEO CRESCIMENTO 25KG,0,Sim
77209,1487985,RACAO AVENUCLEO POSTURA  25KG,0,Sim
78444,1488005,RACAO CAPRINUCLEO 30KG ,0,Sim
76900,1487981,RACAO COELHO MIX 20KG,0,Sim
68808,1487898,RACAO DIG CAT CASTRADOS  25KG,0,Sim
78249,1487993,RACAO EQUIMIX HARAS 40KG,0,Sim
71806,1488706,RACAO EQUIMIX VAQUEJADA 40KG,0,Sim
68809,1487900,RACAO MOCOTO 15KG,0,Sim
78443,1488003,RACAO OVINUCLEO PROTEICO 25KG ,0,Sim
54964,750440,RACAO P/CACHORRO DOG DOG 25KG,4,Sim
54966,750444,RACAO P/CACHORRO DOG DOG JUNIOR 25KG,4,Sim
7896029068182,477291,RACAO P/CACHORRO DOG DOG ORIGINAL 25KG,8,Sim
8592,593829,RACAO P/CACHORRO DOG DOG ORIGINAL 25KG,0,Sim
54961,1487797,RACAO P/CACHORRO MOCOTO 25KG,0,Sim
76132,1487979,RACAO P/CAVALO EQUIMIX FILHOTE 40KG,0,Sim
859300,1488125,RACAO P/CAVALO EQUIMIX TRADICIONAL 40KG,0,Sim
180010,1488079,RACAO P/CAVALO PERFOMANCE 40KG,0,Sim
76129,1487973,RACAO P/CAVALO PERFOMANCE JUNIOR 40KG,0,Sim
54962,1497303,RACAO P/GATO DIG CAT 25KG,0,Sim
5496200,1488133,RACAO P/GATO DIG CAT 25KG,0,Sim
54963,750438,RACAO P/GATO MOCOTO 25KG,4,Sim
71808,1487934,RACAO POSTURA 40KG,0,Sim
71807,1487932,RACAO POSTURA MIX 20KG,0,Sim
55203,1487808,RACAO P/PINTO AV 1000 INICIAL 40KG ,0,Sim
56800,1487827,RACAO P/PINTO AV 1000 INICIAL 5KG,0,Sim
55202,1487806,RACAO P/PINTO AVEMIX CRESCIMENTO 40KG,0,Sim
859400,1488127,RACAO P/PINTO AV FORTE 40KG,0,Sim
32300,1487736,RACAO P/PINTO CRESCIMENTO ENGORDA 40KG,0,Sim
74523,905039,RACAO SUIMIX CRESCIMENTO 40 KG,0,Sim
74522,1487962,RACAO SUIMIX TERMINACAO 40 KG,0,Sim
72177,1487948,RACAO SUINUCLEO CRESCIMENTO 25 KG,0,Sim
76128,1487971,RACAO SUINUCLEO REPRODUCAO 25 KG***,0,Sim
72180,1487950,RACAO SUINUCLEO TERMINACAO 25 KG,0,Sim
74943,1487967,"RACAO TRAT PREM ESP GATO FILHOTE 10,1KG",0,Sim
72170,1488708,RACAO TRAT PREMIUM ESPECIAL FILHOTE 20KG,0,Sim
69799,1487906,RACAO TRATTO ADULTO 25KG,0,Sim
77534,1487987,"RACAO TRATTO PREM ESP ADULTO 10,1KG ",0,Sim
74942,1487965,"RACAO TRATTO PREM ESP. CAT ADULT 10,1 KG",0,Sim
71809,1487936,RACAO TRATTO PREM ESPECIAL ADULTO 20KG ,0,Sim
74162,1487958,"RACAO TRATTO PREM ESP GATO CASTR 10,1 KG",0,Sim
